marmoset,rhesus,gorilla,chimp,human
TAF6L,TAF6L,TAF6L,TAF6L,TAF6L
TAF7,TAF7,TAF7,TAF7,TAF7
TAF7L,TAF7L,TAF7L,TAF7L,TAF7L
TAF8,TAF8,TAF8,TAF8,TAF8
TAF9,TAF9,TAF9,TAF9,TAF9
TAF9B,TAF9B,TAF9B,TAF9B,TAF9B
TAGAP,TAGAP,TAGAP,TAGAP,TAGAP
TAGLN,TAGLN,TAGLN,TAGLN,TAGLN
TAGLN2,TAGLN2,TAGLN2,TAGLN2,TAGLN2
TAGLN3,TAGLN3,TAGLN3,TAGLN3,TAGLN3
TAL1,TAL1,TAL1,TAL1,TAL1
TAL2,TAL2,TAL2,TAL2,TAL2
TALDO1,TALDO1,TALDO1,TALDO1,TALDO1
TAMM41,TAMM41,TAMM41,TAMM41,TAMM41
TANC1,TANC1,TANC1,TANC1,TANC1
TANC2,TANC2,TANC2,TANC2,TANC2
TANGO2,TANGO2,TANGO2,TANGO2,TANGO2
TANK,TANK,TANK,TANK,TANK
TAOK3,TAOK3,TAOK3,TAOK3,TAOK3
TAP1,TAP1,TAP1,TAP1,TAP1
TAP2,TAP2,TAP2,TAP2,TAP2
TAPBP,TAPBP,TAPBP,TAPBP,TAPBP
TAPBPL,TAPBPL,TAPBPL,TAPBPL,TAPBPL
TAPT1,TAPT1,TAPT1,TAPT1,TAPT1
TARBP1,TARBP1,TARBP1,TARBP1,TARBP1
TARBP2,TARBP2,TARBP2,TARBP2,TARBP2
TARDBP,TARDBP,TARDBP,TARDBP,TARDBP
TARS,TARS,TARS,TARS,TARS
TARS2,TARS2,TARS2,TARS2,TARS2
TARSL2,TARSL2,TARSL2,TARSL2,TARSL2
TAS1R1,TAS1R1,TAS1R1,TAS1R1,TAS1R1
TAS1R2,TAS1R2,TAS1R2,TAS1R2,TAS1R2
TAS1R3,TAS1R3,TAS1R3,TAS1R3,TAS1R3
TAS2R3,TAS2R3,TAS2R3,TAS2R3,TAS2R3
TAS2R39,TAS2R39,TAS2R39,TAS2R39,TAS2R39
TAS2R4,TAS2R4,TAS2R4,TAS2R4,TAS2R4
TAS2R5,TAS2R5,TAS2R5,TAS2R5,TAS2R5
TASP1,TASP1,TASP1,TASP1,TASP1
TATDN1,TATDN1,TATDN1,TATDN1,TATDN1
TATDN2,TATDN2,TATDN2,TATDN2,TATDN2
TATDN3,TATDN3,TATDN3,TATDN3,TATDN3
TAX1BP1,TAX1BP1,TAX1BP1,TAX1BP1,TAX1BP1
TAZ,TAZ,TAZ,TAZ,TAZ
TBATA,TBATA,TBATA,TBATA,TBATA
TBC1D1,TBC1D1,TBC1D1,TBC1D1,TBC1D1
TBC1D10A,TBC1D10A,TBC1D10A,TBC1D10A,TBC1D10A
TBC1D10C,TBC1D10C,TBC1D10C,TBC1D10C,TBC1D10C
TBC1D12,TBC1D12,TBC1D12,TBC1D12,TBC1D12
TBC1D13,TBC1D13,TBC1D13,TBC1D13,TBC1D13
TBC1D14,TBC1D14,TBC1D14,TBC1D14,TBC1D14
TBC1D15,TBC1D15,TBC1D15,TBC1D15,TBC1D15
TBC1D16,TBC1D16,TBC1D16,TBC1D16,TBC1D16
TBC1D17,TBC1D17,TBC1D17,TBC1D17,TBC1D17
TBC1D19,TBC1D19,TBC1D19,TBC1D19,TBC1D19
TBC1D2,TBC1D2,TBC1D2,TBC1D2,TBC1D2
TBC1D20,TBC1D20,TBC1D20,TBC1D20,TBC1D20
TBC1D21,TBC1D21,TBC1D21,TBC1D21,TBC1D21
TBC1D22A,TBC1D22A,TBC1D22A,TBC1D22A,TBC1D22A
TBC1D22B,TBC1D22B,TBC1D22B,TBC1D22B,TBC1D22B
TBC1D23,TBC1D23,TBC1D23,TBC1D23,TBC1D23
TBC1D25,TBC1D25,TBC1D25,TBC1D25,TBC1D25
TBC1D26,TBC1D26,TBC1D26,TBC1D26,TBC1D26
TBC1D2B,TBC1D2B,TBC1D2B,TBC1D2B,TBC1D2B
TBC1D30,TBC1D30,TBC1D30,TBC1D30,TBC1D30
TBC1D31,TBC1D31,TBC1D31,TBC1D31,TBC1D31
TBC1D32,TBC1D32,TBC1D32,TBC1D32,TBC1D32
TBC1D4,TBC1D4,TBC1D4,TBC1D4,TBC1D4
TBC1D5,TBC1D5,TBC1D5,TBC1D5,TBC1D5
TBC1D7,TBC1D7,TBC1D7,TBC1D7,TBC1D7
TBC1D8,TBC1D8,TBC1D8,TBC1D8,TBC1D8
TBC1D8B,TBC1D8B,TBC1D8B,TBC1D8B,TBC1D8B
TBC1D9,TBC1D9,TBC1D9,TBC1D9,TBC1D9
TBC1D9B,TBC1D9B,TBC1D9B,TBC1D9B,TBC1D9B
TBCA,TBCA,TBCA,TBCA,TBCA
TBCB,TBCB,TBCB,TBCB,TBCB
TBCC,TBCC,TBCC,TBCC,TBCC
TBCCD1,TBCCD1,TBCCD1,TBCCD1,TBCCD1
TBCD,TBCD,TBCD,TBCD,TBCD
TBCE,TBCE,TBCE,TBCE,TBCE
TBCEL,TBCEL,TBCEL,TBCEL,TBCEL
TBCK,TBCK,TBCK,TBCK,TBCK
TBK1,TBK1,TBK1,TBK1,TBK1
TBKBP1,TBKBP1,TBKBP1,TBKBP1,TBKBP1
TBL1X,TBL1X,TBL1X,TBL1X,TBL1X
TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1,TBL1XR1
TBL2,TBL2,TBL2,TBL2,TBL2
TBP,TBP,TBP,TBP,TBP
TBPL1,TBPL1,TBPL1,TBPL1,TBPL1
TBPL2,TBPL2,TBPL2,TBPL2,TBPL2
TBR1,TBR1,TBR1,TBR1,TBR1
TBRG1,TBRG1,TBRG1,TBRG1,TBRG1
TBRG4,TBRG4,TBRG4,TBRG4,TBRG4
TBX1,TBX1,TBX1,TBX1,TBX1
TBX10,TBX10,TBX10,TBX10,TBX10
TBX15,TBX15,TBX15,TBX15,TBX15
TBX18,TBX18,TBX18,TBX18,TBX18
TBX19,TBX19,TBX19,TBX19,TBX19
TBX2,TBX2,TBX2,TBX2,TBX2
TBX20,TBX20,TBX20,TBX20,TBX20
TBX21,TBX21,TBX21,TBX21,TBX21
TBX22,TBX22,TBX22,TBX22,TBX22
TBX3,TBX3,TBX3,TBX3,TBX3
TBX4,TBX4,TBX4,TBX4,TBX4
TBX5,TBX5,TBX5,TBX5,TBX5
TBXA2R,TBXA2R,TBXA2R,TBXA2R,TBXA2R
TBXAS1,TBXAS1,TBXAS1,TBXAS1,TBXAS1
TC2N,TC2N,TC2N,TC2N,TC2N
TCAF1,TCAF1,TCAF1,TCAF1,TCAF1
TCAIM,TCAIM,TCAIM,TCAIM,TCAIM
TCAP,TCAP,TCAP,TCAP,TCAP
TCEA1,TCEA1,TCEA1,TCEA1,TCEA1
TCEA2,TCEA2,TCEA2,TCEA2,TCEA2
TCEA3,TCEA3,TCEA3,TCEA3,TCEA3
TCEAL1,TCEAL1,TCEAL1,TCEAL1,TCEAL1
TCEAL4,TCEAL4,TCEAL4,TCEAL4,TCEAL4
TCEAL6,TCEAL6,TCEAL6,TCEAL6,TCEAL6
TCEAL7,TCEAL7,TCEAL7,TCEAL7,TCEAL7
TCEAL8,TCEAL8,TCEAL8,TCEAL8,TCEAL8
TCEANC,TCEANC,TCEANC,TCEANC,TCEANC
TCEANC2,TCEANC2,TCEANC2,TCEANC2,TCEANC2
TCERG1,TCERG1,TCERG1,TCERG1,TCERG1
TCERG1L,TCERG1L,TCERG1L,TCERG1L,TCERG1L
TCF15,TCF15,TCF15,TCF15,TCF15
TCF19,TCF19,TCF19,TCF19,TCF19
TCF20,TCF20,TCF20,TCF20,TCF20
TCF23,TCF23,TCF23,TCF23,TCF23
TCF24,TCF24,TCF24,TCF24,TCF24
TCF3,TCF3,TCF3,TCF3,TCF3
TCF4,TCF4,TCF4,TCF4,TCF4
TCF7,TCF7,TCF7,TCF7,TCF7
TCF7L1,TCF7L1,TCF7L1,TCF7L1,TCF7L1
TCF7L2,TCF7L2,TCF7L2,TCF7L2,TCF7L2
TCFL5,TCFL5,TCFL5,TCFL5,TCFL5
TCHH,TCHH,TCHH,TCHH,TCHH
TCHP,TCHP,TCHP,TCHP,TCHP
TCIRG1,TCIRG1,TCIRG1,TCIRG1,TCIRG1
TCL1A,TCL1A,TCL1A,TCL1A,TCL1A
TCN1,TCN1,TCN1,TCN1,TCN1
TCN2,TCN2,TCN2,TCN2,TCN2
TCOF1,TCOF1,TCOF1,TCOF1,TCOF1
TCP1,TCP1,TCP1,TCP1,TCP1
TCP11,TCP11,TCP11,TCP11,TCP11
TCP11L1,TCP11L1,TCP11L1,TCP11L1,TCP11L1
TCP11L2,TCP11L2,TCP11L2,TCP11L2,TCP11L2
TCTA,TCTA,TCTA,TCTA,TCTA
TCTE1,TCTE1,TCTE1,TCTE1,TCTE1
TCTE3,TCTE3,TCTE3,TCTE3,TCTE3
TCTEX1D1,TCTEX1D1,TCTEX1D1,TCTEX1D1,TCTEX1D1
TCTN1,TCTN1,TCTN1,TCTN1,TCTN1
TCTN2,TCTN2,TCTN2,TCTN2,TCTN2
TCTN3,TCTN3,TCTN3,TCTN3,TCTN3
TDG,TDG,TDG,TDG,TDG
TDO2,TDO2,TDO2,TDO2,TDO2
TDP1,TDP1,TDP1,TDP1,TDP1
TDP2,TDP2,TDP2,TDP2,TDP2
TDRD1,TDRD1,TDRD1,TDRD1,TDRD1
TDRD10,TDRD10,TDRD10,TDRD10,TDRD10
TDRD12,TDRD12,TDRD12,TDRD12,TDRD12
TDRD15,TDRD15,TDRD15,TDRD15,TDRD15
TDRD3,TDRD3,TDRD3,TDRD3,TDRD3
TDRD5,TDRD5,TDRD5,TDRD5,TDRD5
TDRD7,TDRD7,TDRD7,TDRD7,TDRD7
TDRD9,TDRD9,TDRD9,TDRD9,TDRD9
TDRKH,TDRKH,TDRKH,TDRKH,TDRKH
TDRP,TDRP,TDRP,TDRP,TDRP
TEAD1,TEAD1,TEAD1,TEAD1,TEAD1
TEAD2,TEAD2,TEAD2,TEAD2,TEAD2
TEAD3,TEAD3,TEAD3,TEAD3,TEAD3
TEAD4,TEAD4,TEAD4,TEAD4,TEAD4
TEC,TEC,TEC,TEC,TEC
TECPR1,TECPR1,TECPR1,TECPR1,TECPR1
TECPR2,TECPR2,TECPR2,TECPR2,TECPR2
TECR,TECR,TECR,TECR,TECR
TECRL,TECRL,TECRL,TECRL,TECRL
TECTA,TECTA,TECTA,TECTA,TECTA
TECTB,TECTB,TECTB,TECTB,TECTB
TEF,TEF,TEF,TEF,TEF
TEFM,TEFM,TEFM,TEFM,TEFM
TEK,TEK,TEK,TEK,TEK
TEKT1,TEKT1,TEKT1,TEKT1,TEKT1
TEKT2,TEKT2,TEKT2,TEKT2,TEKT2
TEKT3,TEKT3,TEKT3,TEKT3,TEKT3
TENM1,TENM1,TENM1,TENM1,TENM1
TENM2,TENM2,TENM2,TENM2,TENM2
TENM3,TENM3,TENM3,TENM3,TENM3
TENM4,TENM4,TENM4,TENM4,TENM4
TEP1,TEP1,TEP1,TEP1,TEP1
TERF1,TERF1,TERF1,TERF1,TERF1
TES,TES,TES,TES,TES
TESC,TESC,TESC,TESC,TESC
TESK1,TESK1,TESK1,TESK1,TESK1
TESK2,TESK2,TESK2,TESK2,TESK2
TESPA1,TESPA1,TESPA1,TESPA1,TESPA1
TET1,TET1,TET1,TET1,TET1
TET2,TET2,TET2,TET2,TET2
TET3,TET3,TET3,TET3,TET3
TEX10,TEX10,TEX10,TEX10,TEX10
TEX101,TEX101,TEX101,TEX101,TEX101
TEX11,TEX11,TEX11,TEX11,TEX11
TEX12,TEX12,TEX12,TEX12,TEX12
TEX13B,TEX13B,TEX13B,TEX13B,TEX13B
TEX14,TEX14,TEX14,TEX14,TEX14
TEX15,TEX15,TEX15,TEX15,TEX15
TEX2,TEX2,TEX2,TEX2,TEX2
TEX22,TEX22,TEX22,TEX22,TEX22
TEX26,TEX26,TEX26,TEX26,TEX26
TEX261,TEX261,TEX261,TEX261,TEX261
TEX264,TEX264,TEX264,TEX264,TEX264
TEX28,TEX28,TEX28,TEX28,TEX28
TEX29,TEX29,TEX29,TEX29,TEX29
TEX30,TEX30,TEX30,TEX30,TEX30
TEX33,TEX33,TEX33,TEX33,TEX33
TEX35,TEX35,TEX35,TEX35,TEX35
TEX36,TEX36,TEX36,TEX36,TEX36
TEX38,TEX38,TEX38,TEX38,TEX38
TEX43,TEX43,TEX43,TEX43,TEX43
TFAM,TFAM,TFAM,TFAM,TFAM
TFAP2A,TFAP2A,TFAP2A,TFAP2A,TFAP2A
TFAP2C,TFAP2C,TFAP2C,TFAP2C,TFAP2C
TFAP2D,TFAP2D,TFAP2D,TFAP2D,TFAP2D
TFAP2E,TFAP2E,TFAP2E,TFAP2E,TFAP2E
TFB1M,TFB1M,TFB1M,TFB1M,TFB1M
TFB2M,TFB2M,TFB2M,TFB2M,TFB2M
TFCP2,TFCP2,TFCP2,TFCP2,TFCP2
TFCP2L1,TFCP2L1,TFCP2L1,TFCP2L1,TFCP2L1
TFDP1,TFDP1,TFDP1,TFDP1,TFDP1
TFDP2,TFDP2,TFDP2,TFDP2,TFDP2
TFE3,TFE3,TFE3,TFE3,TFE3
TFEB,TFEB,TFEB,TFEB,TFEB
TFEC,TFEC,TFEC,TFEC,TFEC
TFG,TFG,TFG,TFG,TFG
TFIP11,TFIP11,TFIP11,TFIP11,TFIP11
TFPI,TFPI,TFPI,TFPI,TFPI
TFPI2,TFPI2,TFPI2,TFPI2,TFPI2
TFPT,TFPT,TFPT,TFPT,TFPT
TFR2,TFR2,TFR2,TFR2,TFR2
TFRC,TFRC,TFRC,TFRC,TFRC
TG,TG,TG,TG,TG
TGDS,TGDS,TGDS,TGDS,TGDS
TGFA,TGFA,TGFA,TGFA,TGFA
TGFB1,TGFB1,TGFB1,TGFB1,TGFB1
TGFB2,TGFB2,TGFB2,TGFB2,TGFB2
TGFB3,TGFB3,TGFB3,TGFB3,TGFB3
TGFBI,TGFBI,TGFBI,TGFBI,TGFBI
TGFBR1,TGFBR1,TGFBR1,TGFBR1,TGFBR1
TGFBR2,TGFBR2,TGFBR2,TGFBR2,TGFBR2
TGFBR3,TGFBR3,TGFBR3,TGFBR3,TGFBR3
TGFBR3L,TGFBR3L,TGFBR3L,TGFBR3L,TGFBR3L
TGFBRAP1,TGFBRAP1,TGFBRAP1,TGFBRAP1,TGFBRAP1
TGIF2,TGIF2,TGIF2,TGIF2,TGIF2
TGM1,TGM1,TGM1,TGM1,TGM1
TGM2,TGM2,TGM2,TGM2,TGM2
TGM3,TGM3,TGM3,TGM3,TGM3
TGM4,TGM4,TGM4,TGM4,TGM4
TGM5,TGM5,TGM5,TGM5,TGM5
TGM6,TGM6,TGM6,TGM6,TGM6
TGM7,TGM7,TGM7,TGM7,TGM7
TGOLN2,TGOLN2,TGOLN2,TGOLN2,TGOLN2
TGS1,TGS1,TGS1,TGS1,TGS1
TH,TH,TH,TH,TH
THADA,THADA,THADA,THADA,THADA
THAP1,THAP1,THAP1,THAP1,THAP1
THAP10,THAP10,THAP10,THAP10,THAP10
THAP2,THAP2,THAP2,THAP2,THAP2
THAP3,THAP3,THAP3,THAP3,THAP3
THAP4,THAP4,THAP4,THAP4,THAP4
THAP5,THAP5,THAP5,THAP5,THAP5
THAP6,THAP6,THAP6,THAP6,THAP6
THAP7,THAP7,THAP7,THAP7,THAP7
THAP8,THAP8,THAP8,THAP8,THAP8
THAP9,THAP9,THAP9,THAP9,THAP9
THBD,THBD,THBD,THBD,THBD
THBS1,THBS1,THBS1,THBS1,THBS1
THBS2,THBS2,THBS2,THBS2,THBS2
THBS3,THBS3,THBS3,THBS3,THBS3
THBS4,THBS4,THBS4,THBS4,THBS4
THEG,THEG,THEG,THEG,THEG
THEGL,THEGL,THEGL,THEGL,THEGL
THEM4,THEM4,THEM4,THEM4,THEM4
THEM6,THEM6,THEM6,THEM6,THEM6
THEMIS,THEMIS,THEMIS,THEMIS,THEMIS
THEMIS2,THEMIS2,THEMIS2,THEMIS2,THEMIS2
THG1L,THG1L,THG1L,THG1L,THG1L
THNSL1,THNSL1,THNSL1,THNSL1,THNSL1
THNSL2,THNSL2,THNSL2,THNSL2,THNSL2
THOC1,THOC1,THOC1,THOC1,THOC1
THOC2,THOC2,THOC2,THOC2,THOC2
THOC3,THOC3,THOC3,THOC3,THOC3
THOC5,THOC5,THOC5,THOC5,THOC5
THOC7,THOC7,THOC7,THOC7,THOC7
THOP1,THOP1,THOP1,THOP1,THOP1
THPO,THPO,THPO,THPO,THPO
THRA,THRA,THRA,THRA,THRA
THRAP3,THRAP3,THRAP3,THRAP3,THRAP3
THRB,THRB,THRB,THRB,THRB
THRSP,THRSP,THRSP,THRSP,THRSP
THSD1,THSD1,THSD1,THSD1,THSD1
THSD4,THSD4,THSD4,THSD4,THSD4
THSD7A,THSD7A,THSD7A,THSD7A,THSD7A
THSD7B,THSD7B,THSD7B,THSD7B,THSD7B
THTPA,THTPA,THTPA,THTPA,THTPA
THUMPD2,THUMPD2,THUMPD2,THUMPD2,THUMPD2
THUMPD3,THUMPD3,THUMPD3,THUMPD3,THUMPD3
THY1,THY1,THY1,THY1,THY1
THYN1,THYN1,THYN1,THYN1,THYN1
TIA1,TIA1,TIA1,TIA1,TIA1
TIAL1,TIAL1,TIAL1,TIAL1,TIAL1
TIAM1,TIAM1,TIAM1,TIAM1,TIAM1
TIAM2,TIAM2,TIAM2,TIAM2,TIAM2
TICAM1,TICAM1,TICAM1,TICAM1,TICAM1
TICRR,TICRR,TICRR,TICRR,TICRR
TIE1,TIE1,TIE1,TIE1,TIE1
TIFA,TIFA,TIFA,TIFA,TIFA
TIGD1,TIGD1,TIGD1,TIGD1,TIGD1
TIGD2,TIGD2,TIGD2,TIGD2,TIGD2
TIGD3,TIGD3,TIGD3,TIGD3,TIGD3
TIGD4,TIGD4,TIGD4,TIGD4,TIGD4
TIGD5,TIGD5,TIGD5,TIGD5,TIGD5
TIGD6,TIGD6,TIGD6,TIGD6,TIGD6
TIGIT,TIGIT,TIGIT,TIGIT,TIGIT
TIMD4,TIMD4,TIMD4,TIMD4,TIMD4
TIMELESS,TIMELESS,TIMELESS,TIMELESS,TIMELESS
TIMM10,TIMM10,TIMM10,TIMM10,TIMM10
TIMM10B,TIMM10B,TIMM10B,TIMM10B,TIMM10B
TIMM13,TIMM13,TIMM13,TIMM13,TIMM13
TIMM17A,TIMM17A,TIMM17A,TIMM17A,TIMM17A
TIMM17B,TIMM17B,TIMM17B,TIMM17B,TIMM17B
TIMM21,TIMM21,TIMM21,TIMM21,TIMM21
TIMM22,TIMM22,TIMM22,TIMM22,TIMM22
TIMM44,TIMM44,TIMM44,TIMM44,TIMM44
TIMM50,TIMM50,TIMM50,TIMM50,TIMM50
TIMM8B,TIMM8B,TIMM8B,TIMM8B,TIMM8B
TIMM9,TIMM9,TIMM9,TIMM9,TIMM9
TIMMDC1,TIMMDC1,TIMMDC1,TIMMDC1,TIMMDC1
TIMP1,TIMP1,TIMP1,TIMP1,TIMP1
TIMP2,TIMP2,TIMP2,TIMP2,TIMP2
TIMP3,TIMP3,TIMP3,TIMP3,TIMP3
TIMP4,TIMP4,TIMP4,TIMP4,TIMP4
TINAG,TINAG,TINAG,TINAG,TINAG
TINAGL1,TINAGL1,TINAGL1,TINAGL1,TINAGL1
TINF2,TINF2,TINF2,TINF2,TINF2
TIPARP,TIPARP,TIPARP,TIPARP,TIPARP
TIPIN,TIPIN,TIPIN,TIPIN,TIPIN
TIPRL,TIPRL,TIPRL,TIPRL,TIPRL
TIRAP,TIRAP,TIRAP,TIRAP,TIRAP
TJAP1,TJAP1,TJAP1,TJAP1,TJAP1
TJP1,TJP1,TJP1,TJP1,TJP1
TJP2,TJP2,TJP2,TJP2,TJP2
TJP3,TJP3,TJP3,TJP3,TJP3
TK1,TK1,TK1,TK1,TK1
TKT,TKT,TKT,TKT,TKT
TKTL1,TKTL1,TKTL1,TKTL1,TKTL1
TLCD1,TLCD1,TLCD1,TLCD1,TLCD1
TLCD2,TLCD2,TLCD2,TLCD2,TLCD2
TLDC2,TLDC2,TLDC2,TLDC2,TLDC2
TLE1,TLE1,TLE1,TLE1,TLE1
TLE2,TLE2,TLE2,TLE2,TLE2
TLE3,TLE3,TLE3,TLE3,TLE3
TLE6,TLE6,TLE6,TLE6,TLE6
TLK1,TLK1,TLK1,TLK1,TLK1
TLK2,TLK2,TLK2,TLK2,TLK2
TLL1,TLL1,TLL1,TLL1,TLL1
TLL2,TLL2,TLL2,TLL2,TLL2
TLN1,TLN1,TLN1,TLN1,TLN1
TLN2,TLN2,TLN2,TLN2,TLN2
TLR1,TLR1,TLR1,TLR1,TLR1
TLR10,TLR10,TLR10,TLR10,TLR10
TLR2,TLR2,TLR2,TLR2,TLR2
TLR3,TLR3,TLR3,TLR3,TLR3
TLR4,TLR4,TLR4,TLR4,TLR4
TLR5,TLR5,TLR5,TLR5,TLR5
TLR7,TLR7,TLR7,TLR7,TLR7
TM2D2,TM2D2,TM2D2,TM2D2,TM2D2
TM2D3,TM2D3,TM2D3,TM2D3,TM2D3
TM4SF1,TM4SF1,TM4SF1,TM4SF1,TM4SF1
TM4SF18,TM4SF18,TM4SF18,TM4SF18,TM4SF18
TM4SF19,TM4SF19,TM4SF19,TM4SF19,TM4SF19
TM4SF20,TM4SF20,TM4SF20,TM4SF20,TM4SF20
TM4SF4,TM4SF4,TM4SF4,TM4SF4,TM4SF4
TM4SF5,TM4SF5,TM4SF5,TM4SF5,TM4SF5
TM6SF1,TM6SF1,TM6SF1,TM6SF1,TM6SF1
TM6SF2,TM6SF2,TM6SF2,TM6SF2,TM6SF2
TM7SF2,TM7SF2,TM7SF2,TM7SF2,TM7SF2
TM9SF1,TM9SF1,TM9SF1,TM9SF1,TM9SF1
TM9SF2,TM9SF2,TM9SF2,TM9SF2,TM9SF2
TM9SF3,TM9SF3,TM9SF3,TM9SF3,TM9SF3
TM9SF4,TM9SF4,TM9SF4,TM9SF4,TM9SF4
TMA16,TMA16,TMA16,TMA16,TMA16
TMA7,TMA7,TMA7,TMA7,TMA7
TMBIM1,TMBIM1,TMBIM1,TMBIM1,TMBIM1
TMBIM4,TMBIM4,TMBIM4,TMBIM4,TMBIM4
TMBIM6,TMBIM6,TMBIM6,TMBIM6,TMBIM6
TMC1,TMC1,TMC1,TMC1,TMC1
TMC2,TMC2,TMC2,TMC2,TMC2
TMC4,TMC4,TMC4,TMC4,TMC4
TMC6,TMC6,TMC6,TMC6,TMC6
TMC8,TMC8,TMC8,TMC8,TMC8
TMCC1,TMCC1,TMCC1,TMCC1,TMCC1
TMCC2,TMCC2,TMCC2,TMCC2,TMCC2
TMCC3,TMCC3,TMCC3,TMCC3,TMCC3
TMCO1,TMCO1,TMCO1,TMCO1,TMCO1
TMCO2,TMCO2,TMCO2,TMCO2,TMCO2
TMCO3,TMCO3,TMCO3,TMCO3,TMCO3
TMCO4,TMCO4,TMCO4,TMCO4,TMCO4
TMCO5A,TMCO5A,TMCO5A,TMCO5A,TMCO5A
TMCO6,TMCO6,TMCO6,TMCO6,TMCO6
TMED1,TMED1,TMED1,TMED1,TMED1
TMED10,TMED10,TMED10,TMED10,TMED10
TMED2,TMED2,TMED2,TMED2,TMED2
TMED3,TMED3,TMED3,TMED3,TMED3
TMED4,TMED4,TMED4,TMED4,TMED4
TMED5,TMED5,TMED5,TMED5,TMED5
TMED7,TMED7,TMED7,TMED7,TMED7
TMED8,TMED8,TMED8,TMED8,TMED8
TMED9,TMED9,TMED9,TMED9,TMED9
TMEFF1,TMEFF1,TMEFF1,TMEFF1,TMEFF1
TMEFF2,TMEFF2,TMEFF2,TMEFF2,TMEFF2
TMEM100,TMEM100,TMEM100,TMEM100,TMEM100
TMEM101,TMEM101,TMEM101,TMEM101,TMEM101
TMEM104,TMEM104,TMEM104,TMEM104,TMEM104
TMEM106A,TMEM106A,TMEM106A,TMEM106A,TMEM106A
TMEM106B,TMEM106B,TMEM106B,TMEM106B,TMEM106B
TMEM106C,TMEM106C,TMEM106C,TMEM106C,TMEM106C
TMEM107,TMEM107,TMEM107,TMEM107,TMEM107
TMEM108,TMEM108,TMEM108,TMEM108,TMEM108
TMEM109,TMEM109,TMEM109,TMEM109,TMEM109
TMEM11,TMEM11,TMEM11,TMEM11,TMEM11
TMEM115,TMEM115,TMEM115,TMEM115,TMEM115
TMEM116,TMEM116,TMEM116,TMEM116,TMEM116
TMEM117,TMEM117,TMEM117,TMEM117,TMEM117
TMEM119,TMEM119,TMEM119,TMEM119,TMEM119
TMEM120A,TMEM120A,TMEM120A,TMEM120A,TMEM120A
TMEM120B,TMEM120B,TMEM120B,TMEM120B,TMEM120B
TMEM121,TMEM121,TMEM121,TMEM121,TMEM121
TMEM123,TMEM123,TMEM123,TMEM123,TMEM123
TMEM125,TMEM125,TMEM125,TMEM125,TMEM125
TMEM126B,TMEM126B,TMEM126B,TMEM126B,TMEM126B
TMEM127,TMEM127,TMEM127,TMEM127,TMEM127
TMEM128,TMEM128,TMEM128,TMEM128,TMEM128
TMEM129,TMEM129,TMEM129,TMEM129,TMEM129
TMEM130,TMEM130,TMEM130,TMEM130,TMEM130
TMEM131,TMEM131,TMEM131,TMEM131,TMEM131
TMEM132A,TMEM132A,TMEM132A,TMEM132A,TMEM132A
TMEM132B,TMEM132B,TMEM132B,TMEM132B,TMEM132B
TMEM132C,TMEM132C,TMEM132C,TMEM132C,TMEM132C
TMEM132D,TMEM132D,TMEM132D,TMEM132D,TMEM132D
TMEM132E,TMEM132E,TMEM132E,TMEM132E,TMEM132E
TMEM134,TMEM134,TMEM134,TMEM134,TMEM134
TMEM135,TMEM135,TMEM135,TMEM135,TMEM135
TMEM136,TMEM136,TMEM136,TMEM136,TMEM136
TMEM138,TMEM138,TMEM138,TMEM138,TMEM138
TMEM139,TMEM139,TMEM139,TMEM139,TMEM139
TMEM140,TMEM140,TMEM140,TMEM140,TMEM140
TMEM141,TMEM141,TMEM141,TMEM141,TMEM141
TMEM143,TMEM143,TMEM143,TMEM143,TMEM143
TMEM144,TMEM144,TMEM144,TMEM144,TMEM144
TMEM145,TMEM145,TMEM145,TMEM145,TMEM145
TMEM147,TMEM147,TMEM147,TMEM147,TMEM147
TMEM14A,TMEM14A,TMEM14A,TMEM14A,TMEM14A
TMEM14C,TMEM14C,TMEM14C,TMEM14C,TMEM14C
TMEM150A,TMEM150A,TMEM150A,TMEM150A,TMEM150A
TMEM150B,TMEM150B,TMEM150B,TMEM150B,TMEM150B
TMEM150C,TMEM150C,TMEM150C,TMEM150C,TMEM150C
TMEM151A,TMEM151A,TMEM151A,TMEM151A,TMEM151A
TMEM151B,TMEM151B,TMEM151B,TMEM151B,TMEM151B
TMEM154,TMEM154,TMEM154,TMEM154,TMEM154
TMEM155,TMEM155,TMEM155,TMEM155,TMEM155
TMEM156,TMEM156,TMEM156,TMEM156,TMEM156
TMEM160,TMEM160,TMEM160,TMEM160,TMEM160
TMEM161A,TMEM161A,TMEM161A,TMEM161A,TMEM161A
TMEM161B,TMEM161B,TMEM161B,TMEM161B,TMEM161B
TMEM163,TMEM163,TMEM163,TMEM163,TMEM163
TMEM165,TMEM165,TMEM165,TMEM165,TMEM165
TMEM167A,TMEM167A,TMEM167A,TMEM167A,TMEM167A
TMEM167B,TMEM167B,TMEM167B,TMEM167B,TMEM167B
TMEM168,TMEM168,TMEM168,TMEM168,TMEM168
TMEM169,TMEM169,TMEM169,TMEM169,TMEM169
TMEM17,TMEM17,TMEM17,TMEM17,TMEM17
TMEM170B,TMEM170B,TMEM170B,TMEM170B,TMEM170B
TMEM171,TMEM171,TMEM171,TMEM171,TMEM171
TMEM173,TMEM173,TMEM173,TMEM173,TMEM173
